entity_name,entity_type,description,entity_id
fis,Organization,An incumbent ##,05ff4133-8fef-457a-9062-c4ca05370bc0
stripe,Organization,A fin ##tech ##,365e88c0-598c-468d-85ed-bbf70fde7ae9
joshua silver,Person,The CEO and co - founder of rainforest,dd078dcb-6578-4db7-80a0-6c07146517e5
angela strange,Person,A1 ##6 ##z general partner,cef5c4cd-f368-4f98-8dad-6ff2f3537353
acc ##el,Organization,The company that led the company,79b6580b-05fb-4079-a28e-118791d52ef4
’ s $ 8. 5 million seed round ,Event,’ s $ 8.5 million seed round,1a5f717f-eb83-4958-841e-d891cf828aaa
infinity ventures ,Organization,infinity ventures,50d0d629-02fe-42b5-956e-90e18ddeb590
box ##group ,Organization,box ##group,0f68fddc-0850-483b-93c9-34b4ec00c7e9
the fin ##tech fund ,Organization,the fin ##tech fund,0525df50-4867-4e31-a363-a886998aabae
tech square ventures ,Organization,tech square ventures,8e746954-8cc5-45ec-a97e-bbba39bad8fc
ardent venture partners ,Organization,ardent venture partners,af1667ab-0942-44a7-a997-e401b081c1d0
rainforest ,Organization,rainforest,020d9005-065b-44ce-aed6-11b574d7d774
silver ,Person,silver,7a7c36fe-9033-4f1d-be46-c6936378adf2
202 ##2 ,Time,2022,9b450f09-61bb-4525-a9f1-7f50ee29b61b
client commitments ,Product,client commitments,1bb58b51-4d8f-4e1d-9c9c-69828f913231
more than $ 500 million in processing ,Product,more than $ 500 million in processing,462738e1-487a-4d60-81ab-2a9721c713de
software companies ,Product,software companies,ae59fb0a-8e26-4005-8c7c-de3c7aa5374e
merchants ,Product,merchants,16bec509-3b33-472b-89e8-518504e301c7
legacy processors ,Product,legacy processors,a426b64b-00b7-41e2-b674-ff5614878b6e
fis ##er ##v ,Product,fis ##er ##v,0cd49482-612a-45b6-a3d2-20dc1966f772
fis ,Product,fis,08efd52f-5579-4609-9f6d-280bdbd4d54b
stripe ( and its connect product ) ,Product,stripe ( and its connect product ),c1857d2a-bc5b-488e-9392-3d958eba3c01
nik milano ##vic ,Person,nik milano ##vic,2d492a9f-4aed-458f-9b41-3da2041cf47c
the fin ##tech fund ,Organization,the fin ##tech fund,0fd1241c-c21f-4232-bdb5-1dcad6a09083
x ,Location,x,3c9bdae4-b6de-462c-abbc-5b2cea662f4b
infinity ventures ’ jeremy,Person,infinity ventures ’ jeremy,47121ddf-a6b1-4489-9b59-259f506590af
jon ker,Person,Former PayPal executive,7d23ccb6-85e5-4ff6-a339-7503cf5459a0
joshua,Person,Software platform founder and payments consultant,ba3e44cf-f091-4ba7-8260-cfa40cf18d97
alex wilhelm,Person,TC+ editor,5a6899fb-58ac-4f97-9924-4a38065c27ab
mary ann,Person,PayPal,bcb08a28-76d4-4080-a9f2-100bfc1e2cfa
hagen sberman,Organization,Law firm,d626d0a7-5241-482a-ab9d-4d77a208b5c2
stripe,Organization,Payment platform,028bfab8-6892-40b4-a6c9-507bb6096906
shopify,Organization,Payment platform,1ab8979c-2e12-464e-946c-4ca4f68cda0f
microsoft,Organization,Tech company,0b70a2cf-99a7-42b6-affe-5992dc161742
france,Location,Country,02bcc73c-2f8d-49d8-928b-dab00beb2c8d
apple,Organization,Tech company,6bf8fead-04dd-417a-9709-a19021a30e8e
attorneys,Person,Lawyers who filed the lawsuit.,0e050856-e6e9-4e3b-bcb4-6869365f23e1
pay ##pal,Organization,A digital payment company.,f2433df7-f166-4002-a392-a7c5b3e22198
visa,Organization,A credit card company.,c729c12e-3608-4985-9dc0-30100e3339a1
master ##card,Organization,A credit card company.,5350f541-cbb5-4a3d-a5ae-e2853a42f9ef
patrick mc ##ga ##han,Person,A partner at scott + scott who focuses on anti ##trust litigation.,268c91f9-670e-49bb-aaab-c3ddcf4c6dd5
scott + scott,Organization,A law firm.,fc446a10-31af-44da-820f-45bd01657d3a
dominant card schemes,Organization,"Visa, Mastercard, and American Express are dominant card schemes.",b42996b4-fe81-472a-b4ca-f1713156d8b7
paypal,Organization,The company is a payment processor.,81018f55-4e4c-4a83-8d16-63a5a550cd3e
sec,Organization,The United States Securities and Exchange Commission is a federal regulatory agency.,65c3826c-9de9-4c5e-a303-af6a0a22dc91
bolt financial,Organization,The company provides checkout technology to merchants.,cab4d6e3-8919-407c-8ff0-82928f77d018
ryan breslow,Person,Ryan Breslow is a co-founder of bolt financial.,62d170de-3ad4-4e94-b282-19cfe4f73a92
mary ann bolt,Person,Mary Ann Bolt is the CEO of bolt financial.,ef2c931a-4112-441f-a87d-72a303a41814
maj ku ##ru ##vill ##a,Person,Maj Ku ##ru ##vill ##a is the CEO of bolt financial.,4fe060bf-969f-4b07-adbc-3977b319d936
france,Location,The capital of France is Paris.,f6913f1d-396f-4122-b324-3e2dc6570d42
united states,Location,The United States is where the sec is located.,2901d248-3dd8-4f8f-a84c-ca73dc9c98d0
August 23,Time,,feb46779-851c-4d3e-a5c1-3ab3ed6882c5
Sec,Organization,,5403bcaf-c0db-4506-ad62-d32296f0a8a3
Tech ##cr ##un ##ch,Organization,,9f94ab7d-4773-4863-bf3c-f605d671a84d
financial startup,Organization,A company or organization that provides financial services or products.,16e76973-b283-4f0f-b0cd-236b7bae58d9
s and ty ##co ##ons,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,1a0fb7b6-763e-4b37-860d-0b8b055861d7
slice,Organization,A company or organization that provides a specific product or service.,4e3418de-71df-4e78-8171-130a606891bd
gu ##wa ##hat ##i - headquartered bank,Organization,A bank or financial institution that is headquartered in a specific location.,5641627e-e353-4e08-be8a-0ce26f291b50
cr ##ed,Organization,A company or organization that provides a specific product or service.,452a0453-b83c-45d0-8b33-e3f1ba311e35
bengal ##uru - headquartered startup,Organization,A company or organization that is headquartered in a specific location.,508dfc0a-118f-4dcc-bfdb-50aa95034e8a
mani ##sh singh,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,494e0324-e92f-4f03-ab29-96178d607ea7
henri ##que dub ##ug ##ras,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,2ecf1054-15e4-4731-8bec-e22fcc3371cc
laura fi ##uz ##a,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,7b48fd6b-0abf-4977-9eb1-8dd942044847
g ##lo ##bo,Organization,A company or organization that provides a specific product or service.,52a28e16-f186-41ad-a059-61d91eea999f
forte dos re ##med ##ios,Location,A specific location or place.,541867e6-4e3a-41db-9be7-790796a99b87
para ##ben ##s,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,da4bb150-7f6f-432b-95ea-61951ada3e28
henri ##que and laura!,Person,An individual or group of individuals who are involved in the management and operation of a business or organization.,2bd02ab8-db3c-424a-9913-4329367ed75b
several fin ##tech startup ##s,Organization,A company or organization that provides a specific product or service.,2caa8058-62e6-403b-b8e5-adffa73f271a
linked ##in ’ s top,Concept,"An idea, concept, or theory.",3b01e41b-fc30-4612-aff0-28e8b5c4f942
startup ##s of 202 ##3 list,Concept,A list of startups from 2023,aaf12301-d680-4120-93cf-634926b625ff
ramp,Concept,A process of increasing the speed or intensity of something,2cb99d46-e709-41a3-bf48-777b8d3a0e0d
no. 1,Concept,A number indicating the first item in a sequence,f3d58268-5ecc-44ef-b9ce-4f6998f4f324
sync ##tera,Concept,A unit of data storage equal to one trillion bytes,00490c18-8de0-43d9-98e7-b00a0ffca9b7
es ##us ##u,Concept,A company that provides software and services to help businesses manage their customer relationships,d49da732-77c6-49e5-9ea4-cef4c371f5f2
sar ##dine,Concept,A type of seaweed,5f0a6314-fcc3-49eb-b209-4c5d5ec71863
tap ##che ##ck,Concept,A type of credit card,bd516301-052a-4ab1-938c-4b71eed779ae
cb insights,Organization,A company that provides data and analytics on the private markets,9d0cfb12-98b3-4626-85f2-5289f455ed32
fin ##tech 100 list,Concept,A list of the 100 most promising fintech startups,0516f980-4dbb-482d-9d3d-61e2fe7bc20d
great ze ##lle pool sc ##am,Concept,A fraudulent investment scheme,ca38ce77-6ba4-4cad-83c2-16fe08fa2cf5
public platform,Concept,A platform that is accessible to the general public,947ee635-f6da-4759-86d3-9f73c76fcac1
everyday investors,Concept,People who invest in the stock market on a regular basis,1d4296d0-470c-44d7-a038-741afdd29dfe
sh ##rek ,Concept,A popular children's movie,635b591d-6fd1-43b4-8d91-15a26fe003f1
stock ##pile,Concept,A company that allows people to invest in a diversified portfolio of stocks,7b573fd4-6263-479d-a1c6-dc2264bbb292
green dot partner,Organization,A company that provides prepaid debit cards,7e221013-3a10-4971-b60c-d494dcab0d72
au ##dra fog ##lie ##tta,Person,The chief financial officer of Monzo,ba442ebf-1708-4635-9731-d793ed06ae16
us ceo,Concept,The chief executive officer of a company in the United States,28127bd5-051a-4c48-8c97-9d2dbaa839b4
f ##ols ##om - based ev life launches electric car loan to lower monthly payments,Event,The launch of an electric car loan,449273f8-51f7-42f1-930d-57bb9ade7d34
clear launches re ##usa ##ble ky ##c solution funding and m & a as seen in tech ##cr ##un ##ch,Event,The launch of a reusable KYC solution and funding and M&A activity,6e2876e9-eff7-41d8-b7b2-cb0138547d46
"open banking led to a fin ##tech boom — as brit ##e raises $ 60 ##m, account - to - account payment grows rec ##ap ##ital ##ization, $ 60 ##m series d support growth of e - commerce fin ##an ##cier clear ##co stitch raises $ 25 ##m series a extension led by rib ##bit capital, increasing the round ’ s total to $ 46 ##m res ##y and eater co - founder raises $ 24 ##m for black ##bird, a restaurant loyalty platform spa ##r ##x wants to do for enterprise what true ##bill did for consumer recurring bills ten key labs wants to sim ##plify managing equity for startup ##s seen elsewhere logistics company loop raises $ 35 ##m to modern ##ize the supply chain ( also, check out tech ##cr ##un ##ch ’ s previous story on loop. ) shift ##4 acquire ##s spot ##on unit for $ 100 ##m ( tech ##cr ##un ##ch previously covered spot ##on here. ) res ##er ##v raises $ 20 ##m for ai - driven ins ##urt ##ech software v ##y ##zer raises $ 6. 3 ##m seed round for ai - powered wealth management platform ka ##fen ##e adds another $ 12. 6 ##m to its series b round ( tech ##cr ##un ##ch previously covered ka ##fen ##e here. ) fin ##tech firm rev ##io boost ##s community bank growth with $ 2. 5 ##m funding sky ##watch acquire ##s drone ##ins ##urance. com ap automation fin ##tech stamp ##li announces $ 61 ##m round led by blacks ##tone",Event,A series of events in the fintech industry,783ade14-ad73-4e0b-b407-45b8205aad3c
